Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST031,224,1,7.090076835776092,2,1,4,214,Lost Customers
CUST032,363,1,4.499809670330265,1,1,2,112,Lost Customers
CUST033,285,1,4.605170185988092,1,1,2,112,Lost Customers
CUST034,9,1,5.0106352940962555,4,1,3,413,Potential Loyalist
CUST035,150,1,6.802394763324311,3,1,3,313,Potential Loyalist
CUST036,192,1,6.802394763324311,2,1,3,213,Lost Customers
CUST037,224,1,4.31748811353631,2,1,2,212,Lost Customers
CUST038,287,1,5.298317366548036,1,1,3,113,Lost Customers
CUST039,256,1,4.787491742782046,2,1,2,212,Lost Customers
CUST040,194,1,3.912023005428146,2,1,1,211,Lost Customers
CUST041,314,1,3.912023005428146,1,1,1,111,Lost Customers
CUST042,319,1,6.802394763324311,1,1,3,113,Lost Customers
CUST043,172,1,5.703782474656201,3,1,3,313,Potential Loyalist
CUST044,317,1,3.2188758248682006,1,1,1,111,Lost Customers
CUST045,183,1,3.4011973816621555,3,1,1,311,Potential Loyalist
CUST046,190,1,7.090076835776092,2,1,4,214,Lost Customers
CUST047,57,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST048,231,1,6.802394763324311,2,1,3,213,Lost Customers
CUST049,344,1,6.907755278982137,1,1,4,114,Lost Customers
CUST050,131,1,4.31748811353631,3,1,2,312,Potential Loyalist
CUST051,92,1,4.31748811353631,3,1,2,312,Potential Loyalist
CUST052,303,1,5.703782474656201,1,1,3,113,Lost Customers
CUST053,173,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST054,326,1,7.313220387090301,1,1,4,114,Lost Customers
CUST055,84,1,4.787491742782046,4,1,2,412,Potential Loyalist
CUST056,216,1,6.802394763324311,2,1,3,213,Lost Customers
CUST057,45,1,3.4011973816621555,4,1,1,411,Potential Loyalist
CUST058,50,1,7.090076835776092,4,1,4,414,Potential Loyalist
CUST059,181,1,3.912023005428146,3,1,1,311,Potential Loyalist
CUST060,71,1,5.0106352940962555,4,1,3,413,Potential Loyalist
CUST061,268,1,5.298317366548036,2,1,3,213,Lost Customers
CUST062,6,1,4.605170185988092,4,1,2,412,Potential Loyalist
CUST063,331,1,3.912023005428146,1,1,1,111,Lost Customers
CUST064,343,1,4.605170185988092,1,1,2,112,Lost Customers
CUST065,28,1,7.600902459542082,4,1,4,414,Potential Loyalist
CUST066,250,1,3.4011973816621555,2,1,1,211,Lost Customers
CUST067,218,1,7.090076835776092,2,1,4,214,Lost Customers
CUST068,326,1,5.703782474656201,1,1,3,113,Lost Customers
CUST069,247,1,4.31748811353631,2,1,2,212,Lost Customers
CUST070,315,1,5.703782474656201,1,1,3,113,Lost Customers
CUST071,172,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST072,224,1,7.600902459542082,2,1,4,214,Lost Customers
CUST073,134,1,4.499809670330265,3,1,2,312,Potential Loyalist
CUST074,41,1,7.600902459542082,4,1,4,414,Potential Loyalist
CUST075,180,1,5.298317366548036,3,1,3,313,Potential Loyalist
CUST076,283,1,4.605170185988092,1,1,2,112,Lost Customers
CUST077,177,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST078,185,1,7.313220387090301,3,1,4,314,Potential Loyalist
CUST079,259,1,5.703782474656201,2,1,3,213,Lost Customers
CUST080,23,1,4.0943445622221,4,1,1,411,Potential Loyalist
CUST081,230,1,3.912023005428146,2,1,1,211,Lost Customers
CUST082,7,1,5.298317366548036,4,1,3,413,Potential Loyalist
CUST083,17,1,4.605170185988092,4,1,2,412,Potential Loyalist
CUST084,35,1,4.499809670330265,4,1,2,412,Potential Loyalist
CUST085,330,1,5.0106352940962555,1,1,3,113,Lost Customers
CUST086,55,1,4.499809670330265,4,1,2,412,Potential Loyalist
CUST087,41,1,4.605170185988092,4,1,2,412,Potential Loyalist
CUST088,279,1,6.214608098422191,1,1,3,113,Lost Customers
CUST089,93,1,7.600902459542082,3,1,4,314,Potential Loyalist
CUST090,241,1,3.4011973816621555,2,1,1,211,Lost Customers
CUST091,283,1,6.214608098422191,1,1,3,113,Lost Customers
CUST092,130,1,4.787491742782046,3,1,2,312,Potential Loyalist
CUST093,172,1,7.600902459542082,3,1,4,314,Potential Loyalist
CUST094,228,1,6.907755278982137,2,1,4,214,Lost Customers
CUST095,39,1,4.0943445622221,4,1,1,411,Potential Loyalist
CUST096,14,1,6.396929655216146,4,1,3,413,Potential Loyalist
CUST097,81,1,6.907755278982137,4,1,4,414,Potential Loyalist
CUST098,254,1,4.605170185988092,2,1,2,212,Lost Customers
CUST099,16,1,7.090076835776092,4,1,4,414,Potential Loyalist
CUST100,200,1,3.4011973816621555,2,1,1,211,Lost Customers
CUST1000,265,1,4.787491742782046,2,1,2,212,Lost Customers
CUST101,338,1,6.396929655216146,1,1,3,113,Lost Customers
CUST102,249,1,3.912023005428146,2,1,1,211,Lost Customers
CUST103,350,1,3.2188758248682006,1,1,1,111,Lost Customers
CUST104,205,1,6.907755278982137,2,1,4,214,Lost Customers
CUST105,161,1,6.214608098422191,3,1,3,313,Potential Loyalist
CUST106,229,1,3.912023005428146,2,1,1,211,Lost Customers
CUST107,333,1,7.090076835776092,1,1,4,114,Lost Customers
CUST108,258,1,4.31748811353631,2,1,2,212,Lost Customers
CUST109,76,1,7.600902459542082,4,1,4,414,Potential Loyalist
CUST110,205,1,6.802394763324311,2,1,3,213,Lost Customers
CUST111,258,1,7.313220387090301,2,1,4,214,Lost Customers
CUST112,31,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST113,111,1,3.912023005428146,3,1,1,311,Potential Loyalist
CUST114,164,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST115,37,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST116,132,1,3.4011973816621555,3,1,1,311,Potential Loyalist
CUST117,293,1,6.907755278982137,1,1,4,114,Lost Customers
CUST118,231,1,7.600902459542082,2,1,4,214,Lost Customers
CUST119,295,1,5.0106352940962555,1,1,3,113,Lost Customers
CUST120,240,1,3.912023005428146,2,1,1,211,Lost Customers
CUST121,79,1,5.298317366548036,4,1,3,413,Potential Loyalist
CUST122,91,1,4.787491742782046,3,1,2,312,Potential Loyalist
CUST123,232,1,4.0943445622221,2,1,1,211,Lost Customers
CUST124,67,1,7.600902459542082,4,1,4,414,Potential Loyalist
CUST125,147,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST126,68,1,4.499809670330265,4,1,2,412,Potential Loyalist
CUST127,162,1,3.912023005428146,3,1,1,311,Potential Loyalist
CUST128,181,1,6.214608098422191,3,1,3,313,Potential Loyalist
CUST129,254,1,6.396929655216146,2,1,3,213,Lost Customers
CUST130,296,1,6.214608098422191,1,1,3,113,Lost Customers
CUST131,106,1,6.396929655216146,3,1,3,313,Potential Loyalist
CUST132,114,1,5.298317366548036,3,1,3,313,Potential Loyalist
CUST133,320,1,6.802394763324311,1,1,3,113,Lost Customers
CUST134,342,1,3.912023005428146,1,1,1,111,Lost Customers
CUST135,310,1,3.912023005428146,1,1,1,111,Lost Customers
CUST136,288,1,6.396929655216146,1,1,3,113,Lost Customers
CUST137,45,1,6.907755278982137,4,1,4,414,Potential Loyalist
CUST138,285,1,5.298317366548036,1,1,3,113,Lost Customers
CUST139,18,1,7.600902459542082,4,1,4,414,Potential Loyalist
CUST140,150,1,3.4011973816621555,3,1,1,311,Potential Loyalist
CUST141,61,1,3.912023005428146,4,1,1,411,Potential Loyalist
CUST142,334,1,7.090076835776092,1,1,4,114,Lost Customers
CUST143,169,1,3.912023005428146,3,1,1,311,Potential Loyalist
CUST144,171,1,7.313220387090301,3,1,4,314,Potential Loyalist
CUST145,61,1,4.31748811353631,4,1,2,412,Potential Loyalist
CUST146,127,1,5.298317366548036,3,1,3,313,Potential Loyalist
CUST147,96,1,5.703782474656201,3,1,3,313,Potential Loyalist
CUST148,238,1,4.0943445622221,2,1,1,211,Lost Customers
CUST149,83,1,4.31748811353631,4,1,2,412,Potential Loyalist
CUST150,361,1,4.787491742782046,1,1,2,112,Lost Customers
CUST151,18,1,3.912023005428146,4,1,1,411,Potential Loyalist
CUST152,308,1,7.600902459542082,1,1,4,114,Lost Customers
CUST153,17,1,6.907755278982137,4,1,4,414,Potential Loyalist
CUST154,92,1,6.802394763324311,3,1,3,313,Potential Loyalist
CUST155,230,1,7.600902459542082,2,1,4,214,Lost Customers
CUST156,38,1,4.605170185988092,4,1,2,412,Potential Loyalist
CUST157,192,1,7.600902459542082,2,1,4,214,Lost Customers
CUST158,309,1,6.396929655216146,1,1,3,113,Lost Customers
CUST159,216,1,5.298317366548036,2,1,3,213,Lost Customers
CUST160,144,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST161,286,1,6.907755278982137,1,1,4,114,Lost Customers
CUST162,134,1,4.0943445622221,3,1,1,311,Potential Loyalist
CUST163,365,1,5.0106352940962555,1,1,3,113,Lost Customers
CUST164,232,1,7.313220387090301,2,1,4,214,Lost Customers
CUST165,110,1,7.090076835776092,3,1,4,314,Potential Loyalist
CUST166,275,1,7.600902459542082,1,1,4,114,Lost Customers
CUST167,107,1,5.0106352940962555,3,1,3,313,Potential Loyalist
CUST168,312,1,5.703782474656201,1,1,3,113,Lost Customers
CUST169,46,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST170,214,1,3.912023005428146,2,1,1,211,Lost Customers
CUST171,39,1,6.802394763324311,4,1,3,413,Potential Loyalist
CUST172,107,1,3.912023005428146,3,1,1,311,Potential Loyalist
CUST173,55,1,4.787491742782046,4,1,2,412,Potential Loyalist
CUST174,265,1,5.703782474656201,2,1,3,213,Lost Customers
CUST175,288,1,4.605170185988092,1,1,2,112,Lost Customers
CUST176,175,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST177,284,1,4.605170185988092,1,1,2,112,Lost Customers
CUST178,90,1,4.0943445622221,4,1,1,411,Potential Loyalist
CUST179,95,1,5.703782474656201,3,1,3,313,Potential Loyalist
CUST180,366,1,6.802394763324311,1,1,3,113,Lost Customers
CUST181,60,1,7.090076835776092,4,1,4,414,Potential Loyalist
CUST182,201,1,4.787491742782046,2,1,2,212,Lost Customers
CUST183,116,1,6.802394763324311,3,1,3,313,Potential Loyalist
CUST184,357,1,5.298317366548036,1,1,3,113,Lost Customers
CUST185,309,1,3.2188758248682006,1,1,1,111,Lost Customers
CUST186,181,1,5.298317366548036,3,1,3,313,Potential Loyalist
CUST187,209,1,4.605170185988092,2,1,2,212,Lost Customers
CUST188,244,1,4.31748811353631,2,1,2,212,Lost Customers
CUST189,337,1,3.912023005428146,1,1,1,111,Lost Customers
CUST190,243,1,4.499809670330265,2,1,2,212,Lost Customers
CUST191,76,1,3.2188758248682006,4,1,1,411,Potential Loyalist
CUST192,326,1,4.605170185988092,1,1,2,112,Lost Customers
CUST193,323,1,7.313220387090301,1,1,4,114,Lost Customers
CUST194,118,1,5.298317366548036,3,1,3,313,Potential Loyalist
CUST195,331,1,3.4011973816621555,1,1,1,111,Lost Customers
CUST196,94,1,6.802394763324311,3,1,3,313,Potential Loyalist
CUST197,302,1,5.298317366548036,1,1,3,113,Lost Customers
CUST198,301,1,6.802394763324311,1,1,3,113,Lost Customers
CUST199,29,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST200,123,1,5.0106352940962555,3,1,3,313,Potential Loyalist
CUST201,85,1,3.2188758248682006,4,1,1,411,Potential Loyalist
CUST202,282,1,7.090076835776092,1,1,4,114,Lost Customers
CUST203,231,1,6.907755278982137,2,1,4,214,Lost Customers
CUST204,96,1,3.2188758248682006,3,1,1,311,Potential Loyalist
CUST205,56,1,3.2188758248682006,4,1,1,411,Potential Loyalist
CUST206,150,1,3.2188758248682006,3,1,1,311,Potential Loyalist
CUST207,258,1,3.912023005428146,2,1,1,211,Lost Customers
CUST208,90,1,5.298317366548036,4,1,3,413,Potential Loyalist
CUST209,13,1,5.298317366548036,4,1,3,413,Potential Loyalist
CUST210,264,1,5.298317366548036,2,1,3,213,Lost Customers
CUST211,1,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST212,207,1,7.313220387090301,2,1,4,214,Lost Customers
CUST213,162,1,7.313220387090301,3,1,4,314,Potential Loyalist
CUST214,23,1,4.0943445622221,4,1,1,411,Potential Loyalist
CUST215,34,1,7.313220387090301,4,1,4,414,Potential Loyalist
CUST216,175,1,4.605170185988092,3,1,2,312,Potential Loyalist
CUST217,142,1,5.298317366548036,3,1,3,313,Potential Loyalist
CUST218,102,1,4.499809670330265,3,1,2,312,Potential Loyalist
CUST219,135,1,4.499809670330265,3,1,2,312,Potential Loyalist
CUST220,305,1,6.214608098422191,1,1,3,113,Lost Customers
CUST221,240,1,6.396929655216146,2,1,3,213,Lost Customers
CUST222,251,1,4.787491742782046,2,1,2,212,Lost Customers
CUST223,334,1,3.2188758248682006,1,1,1,111,Lost Customers
CUST224,193,1,3.912023005428146,2,1,1,211,Lost Customers
CUST225,356,1,4.605170185988092,1,1,2,112,Lost Customers
CUST226,65,1,3.912023005428146,4,1,1,411,Potential Loyalist
CUST227,83,1,4.605170185988092,4,1,2,412,Potential Loyalist
CUST228,249,1,4.0943445622221,2,1,1,211,Lost Customers
CUST229,65,1,4.499809670330265,4,1,2,412,Potential Loyalist
CUST230,254,1,3.2188758248682006,2,1,1,211,Lost Customers
CUST231,363,1,5.0106352940962555,1,1,3,113,Lost Customers
CUST232,330,1,3.2188758248682006,1,1,1,111,Lost Customers
CUST233,4,1,6.396929655216146,4,1,3,413,Potential Loyalist
CUST234,43,1,3.912023005428146,4,1,1,411,Potential Loyalist
CUST235,336,1,6.907755278982137,1,1,4,114,Lost Customers
CUST236,249,1,3.2188758248682006,2,1,1,211,Lost Customers
CUST237,332,1,6.907755278982137,1,1,4,114,Lost Customers
CUST238,350,1,6.214608098422191,1,1,3,113,Lost Customers
CUST239,197,1,7.313220387090301,2,1,4,214,Lost Customers
CUST240,330,1,5.703782474656201,1,1,3,113,Lost Customers
CUST241,103,1,4.31748811353631,3,1,2,312,Potential Loyalist
CUST242,245,1,3.2188758248682006,2,1,1,211,Lost Customers
CUST243,224,1,6.802394763324311,2,1,3,213,Lost Customers
CUST244,24,1,4.605170185988092,4,1,2,412,Potential Loyalist
CUST245,118,1,4.499809670330265,3,1,2,312,Potential Loyalist
CUST246,257,1,3.912023005428146,2,1,1,211,Lost Customers
CUST247,90,1,4.0943445622221,4,1,1,411,Potential Loyalist
CUST248,299,1,6.802394763324311,1,1,3,113,Lost Customers
CUST249,74,1,3.912023005428146,4,1,1,411,Potential Loyalist
CUST250,71,1,3.912023005428146,4,2,1,421,Potential Loyalist
CUST251,124,1,5.298317366548036,3,2,3,323,Potential Loyalist
CUST252,242,1,5.703782474656201,2,2,3,223,Lost Customers
CUST253,124,1,7.600902459542082,3,2,4,324,Potential Loyalist
CUST254,158,1,6.214608098422191,3,2,3,323,Potential Loyalist
CUST255,269,1,3.4011973816621555,2,2,1,221,Lost Customers
CUST256,318,1,6.907755278982137,1,2,4,124,Lost Customers
CUST257,317,1,7.600902459542082,1,2,4,124,Lost Customers
CUST258,29,1,3.912023005428146,4,2,1,421,Potential Loyalist
CUST259,146,1,5.298317366548036,3,2,3,323,Potential Loyalist
CUST260,185,1,4.0943445622221,3,2,1,321,Potential Loyalist
CUST261,150,1,3.912023005428146,3,2,1,321,Potential Loyalist
CUST262,156,1,4.787491742782046,3,2,2,322,Potential Loyalist
CUST263,127,1,4.0943445622221,3,2,1,321,Potential Loyalist
CUST264,339,1,6.802394763324311,1,2,3,123,Lost Customers
CUST265,22,1,6.802394763324311,4,2,3,423,Potential Loyalist
CUST266,32,1,4.0943445622221,4,2,1,421,Potential Loyalist
CUST267,36,1,4.499809670330265,4,2,2,422,Potential Loyalist
CUST268,316,1,3.4011973816621555,1,2,1,121,Lost Customers
CUST269,335,1,7.600902459542082,1,2,4,124,Lost Customers
CUST270,160,1,5.703782474656201,3,2,3,323,Potential Loyalist
CUST271,193,1,4.787491742782046,2,2,2,222,Lost Customers
CUST272,311,1,4.605170185988092,1,2,2,122,Lost Customers
CUST273,239,1,3.912023005428146,2,2,1,221,Lost Customers
CUST274,268,1,6.907755278982137,2,2,4,224,Lost Customers
CUST275,269,1,6.907755278982137,2,2,4,224,Lost Customers
CUST276,92,1,4.605170185988092,3,2,2,322,Potential Loyalist
CUST277,137,1,4.605170185988092,3,2,2,322,Potential Loyalist
CUST278,295,1,4.605170185988092,1,2,2,122,Lost Customers
CUST279,150,1,6.214608098422191,3,2,3,323,Potential Loyalist
CUST280,273,1,7.313220387090301,1,2,4,124,Lost Customers
CUST281,224,1,7.600902459542082,2,2,4,224,Lost Customers
CUST282,130,1,5.298317366548036,3,2,3,323,Potential Loyalist
CUST283,239,1,6.214608098422191,2,2,3,223,Lost Customers
CUST284,328,1,5.298317366548036,1,2,3,123,Lost Customers
CUST285,140,1,3.2188758248682006,3,2,1,321,Potential Loyalist
CUST286,85,1,3.912023005428146,4,2,1,421,Potential Loyalist
CUST287,316,1,4.605170185988092,1,2,2,122,Lost Customers
CUST288,341,1,4.787491742782046,1,2,2,122,Lost Customers
CUST289,33,1,4.0943445622221,4,2,1,421,Potential Loyalist
CUST290,90,1,6.396929655216146,4,2,3,423,Potential Loyalist
CUST291,359,1,6.396929655216146,1,2,3,123,Lost Customers
CUST292,319,1,7.090076835776092,1,2,4,124,Lost Customers
CUST293,245,1,4.499809670330265,2,2,2,222,Lost Customers
CUST294,281,1,4.499809670330265,1,2,2,122,Lost Customers
CUST295,158,1,6.802394763324311,3,2,3,323,Potential Loyalist
CUST296,118,1,7.090076835776092,3,2,4,324,Potential Loyalist
CUST297,120,1,6.907755278982137,3,2,4,324,Potential Loyalist
CUST298,257,1,7.090076835776092,2,2,4,224,Lost Customers
CUST299,161,1,6.907755278982137,3,2,4,324,Potential Loyalist
CUST300,336,1,5.298317366548036,1,2,3,123,Lost Customers
CUST301,282,1,4.787491742782046,1,2,2,122,Lost Customers
CUST302,172,1,6.396929655216146,3,2,3,323,Potential Loyalist
CUST303,365,1,4.499809670330265,1,2,2,122,Lost Customers
CUST304,167,1,4.0943445622221,3,2,1,321,Potential Loyalist
CUST305,231,1,3.4011973816621555,2,2,1,221,Lost Customers
CUST306,134,1,3.912023005428146,3,2,1,321,Potential Loyalist
CUST307,220,1,3.912023005428146,2,2,1,221,Lost Customers
CUST308,150,1,7.090076835776092,3,2,4,324,Potential Loyalist
CUST309,10,1,3.2188758248682006,4,2,1,421,Potential Loyalist
CUST310,82,1,3.2188758248682006,4,2,1,421,Potential Loyalist
CUST311,28,1,4.605170185988092,4,2,2,422,Potential Loyalist
CUST312,117,1,4.787491742782046,3,2,2,322,Potential Loyalist
CUST313,287,1,7.313220387090301,1,2,4,124,Lost Customers
CUST314,269,1,4.787491742782046,2,2,2,222,Lost Customers
CUST315,215,1,4.0943445622221,2,2,1,221,Lost Customers
CUST316,255,1,3.912023005428146,2,2,1,221,Lost Customers
CUST317,337,1,4.499809670330265,1,2,2,122,Lost Customers
CUST318,70,1,3.2188758248682006,4,2,1,421,Potential Loyalist
CUST319,89,1,6.214608098422191,4,2,3,423,Potential Loyalist
CUST320,335,1,7.090076835776092,1,2,4,124,Lost Customers
CUST321,206,1,3.912023005428146,2,2,1,221,Lost Customers
CUST322,337,1,6.214608098422191,1,2,3,123,Lost Customers
CUST323,341,1,6.802394763324311,1,2,3,123,Lost Customers
CUST324,67,1,5.0106352940962555,4,2,3,423,Potential Loyalist
CUST325,122,1,3.912023005428146,3,2,1,321,Potential Loyalist
CUST326,109,1,4.31748811353631,3,2,2,322,Potential Loyalist
CUST327,95,1,5.0106352940962555,3,2,3,323,Potential Loyalist
CUST328,286,1,4.605170185988092,1,2,2,122,Lost Customers
CUST329,337,1,4.605170185988092,1,2,2,122,Lost Customers
CUST330,106,1,5.298317366548036,3,2,3,323,Potential Loyalist
CUST331,325,1,4.499809670330265,1,2,2,122,Lost Customers
CUST332,271,1,7.090076835776092,1,2,4,124,Lost Customers
CUST333,331,1,7.090076835776092,1,2,4,124,Lost Customers
CUST334,62,1,6.802394763324311,4,2,3,423,Potential Loyalist
CUST335,332,1,4.787491742782046,1,2,2,122,Lost Customers
CUST336,21,1,5.0106352940962555,4,2,3,423,Potential Loyalist
CUST337,246,1,6.214608098422191,2,2,3,223,Lost Customers
CUST338,160,1,4.605170185988092,3,2,2,322,Potential Loyalist
CUST339,305,1,3.912023005428146,1,2,1,121,Lost Customers
CUST340,75,1,7.090076835776092,4,2,4,424,Potential Loyalist
CUST341,240,1,5.298317366548036,2,2,3,223,Lost Customers
CUST342,70,1,7.600902459542082,4,2,4,424,Potential Loyalist
CUST343,62,1,3.912023005428146,4,2,1,421,Potential Loyalist
CUST344,346,1,3.4011973816621555,1,2,1,121,Lost Customers
CUST345,49,1,3.4011973816621555,4,2,1,421,Potential Loyalist
CUST346,325,1,6.907755278982137,1,2,4,124,Lost Customers
CUST347,152,1,3.2188758248682006,3,2,1,321,Potential Loyalist
CUST348,30,1,6.396929655216146,4,2,3,423,Potential Loyalist
CUST349,68,1,3.912023005428146,4,2,1,421,Potential Loyalist
CUST350,77,1,4.31748811353631,4,2,2,422,Potential Loyalist
CUST351,99,1,4.499809670330265,3,2,2,322,Potential Loyalist
CUST352,205,1,6.907755278982137,2,2,4,224,Lost Customers
CUST353,233,1,6.214608098422191,2,2,3,223,Lost Customers
CUST354,262,1,5.298317366548036,2,2,3,223,Lost Customers
CUST355,24,1,6.214608098422191,4,2,3,423,Potential Loyalist
CUST356,206,1,7.313220387090301,2,2,4,224,Lost Customers
CUST357,244,1,4.31748811353631,2,2,2,222,Lost Customers
CUST358,231,1,5.703782474656201,2,2,3,223,Lost Customers
CUST359,164,1,3.912023005428146,3,2,1,321,Potential Loyalist
CUST360,299,1,4.605170185988092,1,2,2,122,Lost Customers
CUST361,23,1,7.090076835776092,4,2,4,424,Potential Loyalist
CUST362,36,1,3.2188758248682006,4,2,1,421,Potential Loyalist
CUST363,213,1,3.2188758248682006,2,2,1,221,Lost Customers
CUST364,132,1,6.214608098422191,3,2,3,323,Potential Loyalist
CUST365,205,1,5.703782474656201,2,2,3,223,Lost Customers
CUST366,329,1,4.605170185988092,1,2,2,122,Lost Customers
CUST367,362,1,3.912023005428146,1,2,1,121,Lost Customers
CUST368,132,1,7.090076835776092,3,2,4,324,Potential Loyalist
CUST369,48,1,7.313220387090301,4,2,4,424,Potential Loyalist
CUST370,78,1,4.0943445622221,4,2,1,421,Potential Loyalist
CUST371,315,1,3.2188758248682006,1,2,1,121,Lost Customers
CUST372,329,1,7.313220387090301,1,2,4,124,Lost Customers
CUST373,91,1,6.396929655216146,3,2,3,323,Potential Loyalist
CUST374,257,1,4.31748811353631,2,2,2,222,Lost Customers
CUST375,107,1,3.912023005428146,3,2,1,321,Potential Loyalist
CUST376,231,1,3.4011973816621555,2,2,1,221,Lost Customers
CUST377,299,1,5.298317366548036,1,2,3,123,Lost Customers
CUST378,188,1,5.703782474656201,2,2,3,223,Lost Customers
CUST379,331,1,3.2188758248682006,1,2,1,121,Lost Customers
CUST380,241,1,6.396929655216146,2,2,3,223,Lost Customers
CUST381,177,1,4.605170185988092,3,2,2,322,Potential Loyalist
CUST382,221,1,6.907755278982137,2,2,4,224,Lost Customers
CUST383,286,1,4.499809670330265,1,2,2,122,Lost Customers
CUST384,142,1,6.214608098422191,3,2,3,323,Potential Loyalist
CUST385,88,1,7.313220387090301,4,2,4,424,Potential Loyalist
CUST386,6,1,6.396929655216146,4,2,3,423,Potential Loyalist
CUST387,212,1,3.4011973816621555,2,2,1,221,Lost Customers
CUST388,53,1,3.2188758248682006,4,2,1,421,Potential Loyalist
CUST389,32,1,3.912023005428146,4,2,1,421,Potential Loyalist
CUST390,96,1,4.605170185988092,3,2,2,322,Potential Loyalist
CUST391,362,1,3.912023005428146,1,2,1,121,Lost Customers
CUST392,25,1,6.396929655216146,4,2,3,423,Potential Loyalist
CUST393,83,1,6.907755278982137,4,2,4,424,Potential Loyalist
CUST394,213,1,6.214608098422191,2,2,3,223,Lost Customers
CUST395,27,1,6.907755278982137,4,2,4,424,Potential Loyalist
CUST396,313,1,3.4011973816621555,1,2,1,121,Lost Customers
CUST397,298,1,3.2188758248682006,1,2,1,121,Lost Customers
CUST398,231,1,6.396929655216146,2,2,3,223,Lost Customers
CUST399,307,1,4.0943445622221,1,2,1,121,Lost Customers
CUST400,312,1,5.298317366548036,1,2,3,123,Lost Customers
CUST401,83,1,5.703782474656201,4,2,3,423,Potential Loyalist
CUST402,287,1,6.396929655216146,1,2,3,123,Lost Customers
CUST403,227,1,6.396929655216146,2,2,3,223,Lost Customers
CUST404,222,1,6.907755278982137,2,2,4,224,Lost Customers
CUST405,57,1,7.090076835776092,4,2,4,424,Potential Loyalist
CUST406,259,1,4.605170185988092,2,2,2,222,Lost Customers
CUST407,191,1,6.802394763324311,2,2,3,223,Lost Customers
CUST408,262,1,6.214608098422191,2,2,3,223,Lost Customers
CUST409,15,1,6.802394763324311,4,2,3,423,Potential Loyalist
CUST410,42,1,4.605170185988092,4,2,2,422,Potential Loyalist
CUST411,231,1,5.298317366548036,2,2,3,223,Lost Customers
CUST412,108,1,7.600902459542082,3,2,4,324,Potential Loyalist
CUST413,116,1,4.31748811353631,3,2,2,322,Potential Loyalist
CUST414,238,1,4.605170185988092,2,2,2,222,Lost Customers
CUST415,340,1,4.0943445622221,1,2,1,121,Lost Customers
CUST416,319,1,7.600902459542082,1,2,4,124,Lost Customers
CUST417,42,1,6.802394763324311,4,2,3,423,Potential Loyalist
CUST418,150,1,6.907755278982137,3,2,4,324,Potential Loyalist
CUST419,225,1,4.499809670330265,2,2,2,222,Lost Customers
